"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"1",0.983922829581994,0.967777496881359,0.976357888412754,0.989569382563701,0.517684887459807,0,0.000318217180315067
